"id"	"make"	"model"	"year"	"class"	"trans"	"drive"	"cyl"	"displ"	"fuel"	"hwy"	"cty"
"38"	16307	"Toyota"	"4Runner 2WD"	2000	"Sport Utility Vehicle - 2WD"	"Manual 5-spd"	"Rear-Wheel Drive"	4	2.7	"Regular"	21	16
"39"	16308	"Toyota"	"4Runner 2WD"	2000	"Sport Utility Vehicle - 2WD"	"Automatic 4-spd"	"Rear-Wheel Drive"	6	3.4	"Regular"	19	16
"40"	17185	"Toyota"	"4Runner 2WD"	2001	"Sport Utility Vehicle - 2WD"	"Automatic 4-spd"	"Rear-Wheel Drive"	6	3.4	"Regular"	19	16
"41"	18131	"Toyota"	"4Runner 2WD"	2002	"Sport Utility Vehicle - 2WD"	"Automatic 4-spd"	"Rear-Wheel Drive"	6	3.4	"Regular"	18	15
"42"	19110	"Toyota"	"4Runner 2WD"	2003	"Sport Utility Vehicle - 2WD"	"Automatic 4-spd"	"Rear-Wheel Drive"	6	4	"Regular"	20	16
"43"	19111	"Toyota"	"4Runner 2WD"	2003	"Sport Utility Vehicle - 2WD"	"Automatic 5-spd"	"Rear-Wheel Drive"	8	4.7	"Regular"	18	15
"44"	20235	"Toyota"	"4Runner 2WD"	2004	"Sport Utility Vehicle - 2WD"	"Automatic 4-spd"	"Rear-Wheel Drive"	6	4	"Regular"	20	16
"45"	20236	"Toyota"	"4Runner 2WD"	2004	"Sport Utility Vehicle - 2WD"	"Automatic 5-spd"	"Rear-Wheel Drive"	8	4.7	"Regular"	18	15
"46"	21344	"Toyota"	"4Runner 2WD"	2005	"Sport Utility Vehicle - 2WD"	"Automatic 5-spd"	"Rear-Wheel Drive"	6	4	"Regular"	20	16
"47"	21585	"Toyota"	"4Runner 2WD"	2005	"Sport Utility Vehicle - 2WD"	"Automatic 5-spd"	"Rear-Wheel Drive"	8	4.7	"Regular"	18	15
"48"	22455	"Toyota"	"4Runner 2WD"	2006	"Sport Utility Vehicle - 2WD"	"Automatic 5-spd"	"Rear-Wheel Drive"	6	4	"Regular"	20	16
"49"	22456	"Toyota"	"4Runner 2WD"	2006	"Sport Utility Vehicle - 2WD"	"Automatic 5-spd"	"Rear-Wheel Drive"	8	4.7	"Regular"	18	15
"50"	23763	"Toyota"	"4Runner 2WD"	2007	"Sport Utility Vehicle - 2WD"	"Automatic 5-spd"	"Rear-Wheel Drive"	6	4	"Regular"	21	16
"51"	23764	"Toyota"	"4Runner 2WD"	2007	"Sport Utility Vehicle - 2WD"	"Automatic 5-spd"	"Rear-Wheel Drive"	8	4.7	"Regular"	19	15
"52"	24627	"Toyota"	"4Runner 2WD"	2008	"Sport Utility Vehicle - 2WD"	"Automatic 5-spd"	"Rear-Wheel Drive"	6	4	"Regular"	21	16
"53"	25007	"Toyota"	"4Runner 2WD"	2008	"Sport Utility Vehicle - 2WD"	"Automatic 5-spd"	"Rear-Wheel Drive"	8	4.7	"Regular"	19	15
"54"	26157	"Toyota"	"4Runner 2WD"	2009	"Sport Utility Vehicle - 2WD"	"Automatic 5-spd"	"Rear-Wheel Drive"	6	4	"Regular"	21	16
"55"	26158	"Toyota"	"4Runner 2WD"	2009	"Sport Utility Vehicle - 2WD"	"Automatic 5-spd"	"Rear-Wheel Drive"	8	4.7	"Regular"	19	15
"56"	29745	"Toyota"	"4Runner 2WD"	2010	"Sport Utility Vehicle - 2WD"	"Automatic (S5)"	"Rear-Wheel Drive"	6	4	"Regular"	23	17
"57"	29942	"Toyota"	"4Runner 2WD"	2010	"Sport Utility Vehicle - 2WD"	"Automatic 4-spd"	"Rear-Wheel Drive"	4	2.7	"Regular"	23	18
"58"	30768	"Toyota"	"4Runner 2WD"	2011	"Sport Utility Vehicle - 2WD"	"Automatic 4-spd"	"Rear-Wheel Drive"	4	2.7	"Regular"	21	18
"59"	30769	"Toyota"	"4Runner 2WD"	2011	"Sport Utility Vehicle - 2WD"	"Automatic (S5)"	"Rear-Wheel Drive"	6	4	"Regular"	23	17
"60"	32134	"Toyota"	"4Runner 2WD"	2012	"Sport Utility Vehicle - 2WD"	"Automatic (S5)"	"Rear-Wheel Drive"	6	4	"Regular"	23	17
"61"	33249	"Toyota"	"4Runner 2WD"	2013	"Standard Sport Utility Vehicle 2WD"	"Automatic (S5)"	"Rear-Wheel Drive"	6	4	"Regular"	22	17
"62"	34452	"Toyota"	"4Runner 2WD"	2014	"Standard Sport Utility Vehicle 2WD"	"Automatic (S5)"	"Rear-Wheel Drive"	6	4	"Regular"	22	17
"63"	35586	"Toyota"	"4Runner 2WD"	2015	"Standard Sport Utility Vehicle 2WD"	"Automatic (S5)"	"Rear-Wheel Drive"	6	4	"Regular"	22	17
"64"	27667	"Toyota"	"4Runner 4WD"	1984	"Special Purpose Vehicle 4WD"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	19	16
"65"	28512	"Toyota"	"4Runner 4WD"	1984	"Special Purpose Vehicle 4WD"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	19	16
"66"	1153	"Toyota"	"4Runner 4WD"	1985	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	20	18
"67"	1154	"Toyota"	"4Runner 4WD"	1985	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	23	19
"68"	2873	"Toyota"	"4Runner 4WD"	1986	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	17	15
"69"	2874	"Toyota"	"4Runner 4WD"	1986	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	20	17
"70"	2875	"Toyota"	"4Runner 4WD"	1986	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	22	18
"71"	4102	"Toyota"	"4Runner 4WD"	1987	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	17	15
"72"	4103	"Toyota"	"4Runner 4WD"	1987	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	20	17
"73"	4104	"Toyota"	"4Runner 4WD"	1987	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	22	18
"74"	5222	"Toyota"	"4Runner 4WD"	1988	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	17	15
"75"	5223	"Toyota"	"4Runner 4WD"	1988	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	20	17
"76"	5224	"Toyota"	"4Runner 4WD"	1988	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	17	14
"77"	5225	"Toyota"	"4Runner 4WD"	1988	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	17	15
"78"	6375	"Toyota"	"4Runner 4WD"	1989	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	18	16
"79"	6376	"Toyota"	"4Runner 4WD"	1989	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	20	17
"80"	6377	"Toyota"	"4Runner 4WD"	1989	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	17	14
"81"	6378	"Toyota"	"4Runner 4WD"	1989	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	18	15
"82"	7433	"Toyota"	"4Runner 4WD"	1990	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	18	15
"83"	7434	"Toyota"	"4Runner 4WD"	1990	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	20	17
"84"	7435	"Toyota"	"4Runner 4WD"	1990	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	17	14
"85"	7436	"Toyota"	"4Runner 4WD"	1990	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	18	14
"86"	8541	"Toyota"	"4Runner 4WD"	1991	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	18	16
"87"	8542	"Toyota"	"4Runner 4WD"	1991	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	20	17
"88"	8543	"Toyota"	"4Runner 4WD"	1991	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	17	13
"89"	8544	"Toyota"	"4Runner 4WD"	1991	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	17	14
"90"	9614	"Toyota"	"4Runner 4WD"	1992	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	18	16
"91"	9615	"Toyota"	"4Runner 4WD"	1992	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	20	17
"92"	9616	"Toyota"	"4Runner 4WD"	1992	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	15	12
"93"	9617	"Toyota"	"4Runner 4WD"	1992	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	17	13
"94"	10603	"Toyota"	"4Runner 4WD"	1993	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	18	16
"95"	10604	"Toyota"	"4Runner 4WD"	1993	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	20	17
"96"	10605	"Toyota"	"4Runner 4WD"	1993	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	15	12
"97"	10606	"Toyota"	"4Runner 4WD"	1993	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	17	13
"98"	11570	"Toyota"	"4Runner 4WD"	1994	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	20	17
"99"	11571	"Toyota"	"4Runner 4WD"	1994	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	15	12
"100"	11572	"Toyota"	"4Runner 4WD"	1994	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	17	13
"101"	12501	"Toyota"	"4Runner 4WD"	1995	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.4	"Regular"	20	17
"102"	12502	"Toyota"	"4Runner 4WD"	1995	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	15	12
"103"	12503	"Toyota"	"4Runner 4WD"	1995	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	6	3	"Regular"	16	13
"104"	13252	"Toyota"	"4Runner 4WD"	1996	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.7	"Regular"	20	17
"105"	13253	"Toyota"	"4Runner 4WD"	1996	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.7	"Regular"	20	15
"106"	13254	"Toyota"	"4Runner 4WD"	1996	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	3.4	"Regular"	18	15
"107"	13255	"Toyota"	"4Runner 4WD"	1996	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	6	3.4	"Regular"	18	15
"108"	13980	"Toyota"	"4Runner 4WD"	1997	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.7	"Regular"	20	16
"109"	13981	"Toyota"	"4Runner 4WD"	1997	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.7	"Regular"	20	15
"110"	13982	"Toyota"	"4Runner 4WD"	1997	"Special Purpose Vehicles"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	3.4	"Regular"	18	15
"111"	13983	"Toyota"	"4Runner 4WD"	1997	"Special Purpose Vehicles"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	6	3.4	"Regular"	17	15
"112"	14781	"Toyota"	"4Runner 4WD"	1998	"Special Purpose Vehicle 4WD"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.7	"Regular"	20	17
"113"	14782	"Toyota"	"4Runner 4WD"	1998	"Special Purpose Vehicle 4WD"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.7	"Regular"	20	15
"114"	14783	"Toyota"	"4Runner 4WD"	1998	"Special Purpose Vehicle 4WD"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	3.4	"Regular"	18	15
"115"	14784	"Toyota"	"4Runner 4WD"	1998	"Special Purpose Vehicle 4WD"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	6	3.4	"Regular"	18	15
"116"	15580	"Toyota"	"4Runner 4WD"	1999	"Sport Utility Vehicle - 4WD"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.7	"Regular"	19	16
"117"	15581	"Toyota"	"4Runner 4WD"	1999	"Sport Utility Vehicle - 4WD"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.7	"Regular"	19	15
"118"	15582	"Toyota"	"4Runner 4WD"	1999	"Sport Utility Vehicle - 4WD"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	3.4	"Regular"	18	15
"119"	15583	"Toyota"	"4Runner 4WD"	1999	"Sport Utility Vehicle - 4WD"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	6	3.4	"Regular"	18	15
"120"	16394	"Toyota"	"4Runner 4WD"	2000	"Sport Utility Vehicle - 4WD"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	4	2.7	"Regular"	20	17
"121"	16395	"Toyota"	"4Runner 4WD"	2000	"Sport Utility Vehicle - 4WD"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	4	2.7	"Regular"	19	15
"122"	16396	"Toyota"	"4Runner 4WD"	2000	"Sport Utility Vehicle - 4WD"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	3.4	"Regular"	18	15
"123"	16397	"Toyota"	"4Runner 4WD"	2000	"Sport Utility Vehicle - 4WD"	"Manual 5-spd"	"4-Wheel or All-Wheel Drive"	6	3.4	"Regular"	18	15
"124"	17290	"Toyota"	"4Runner 4WD"	2001	"Sport Utility Vehicle - 4WD"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	3.4	"Regular"	18	15
"125"	18245	"Toyota"	"4Runner 4WD"	2002	"Sport Utility Vehicle - 4WD"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	3.4	"Regular"	18	15
"126"	19240	"Toyota"	"4Runner 4WD"	2003	"Sport Utility Vehicle - 4WD"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	4	"Regular"	19	15
"127"	19241	"Toyota"	"4Runner 4WD"	2003	"Sport Utility Vehicle - 4WD"	"Automatic 5-spd"	"4-Wheel or All-Wheel Drive"	8	4.7	"Regular"	17	14
"128"	20369	"Toyota"	"4Runner 4WD"	2004	"Sport Utility Vehicle - 4WD"	"Automatic 4-spd"	"4-Wheel or All-Wheel Drive"	6	4	"Regular"	19	15
"129"	20370	"Toyota"	"4Runner 4WD"	2004	"Sport Utility Vehicle - 4WD"	"Automatic 5-spd"	"4-Wheel or All-Wheel Drive"	8	4.7	"Regular"	17	14
"130"	21479	"Toyota"	"4Runner 4WD"	2005	"Sport Utility Vehicle - 4WD"	"Automatic 5-spd"	"4-Wheel or All-Wheel Drive"	6	4	"Regular"	19	15
"131"	21591	"Toyota"	"4Runner 4WD"	2005	"Sport Utility Vehicle - 4WD"	"Automatic 5-spd"	"4-Wheel or All-Wheel Drive"	8	4.7	"Regular"	18	14
"132"	22598	"Toyota"	"4Runner 4WD"	2006	"Sport Utility Vehicle - 4WD"	"Automatic 5-spd"	"4-Wheel or All-Wheel Drive"	6	4	"Regular"	19	15
"133"	22599	"Toyota"	"4Runner 4WD"	2006	"Sport Utility Vehicle - 4WD"	"Automatic 5-spd"	"4-Wheel or All-Wheel Drive"	8	4.7	"Regular"	18	14
"134"	23831	"Toyota"	"4Runner 4WD"	2007	"Sport Utility Vehicle - 4WD"	"Automatic 5-spd"	"4-Wheel or All-Wheel Drive"	6	4	"Regular"	20	16
"135"	23832	"Toyota"	"4Runner 4WD"	2007	"Sport Utility Vehicle - 4WD"	"Automatic 5-spd"	"4-Wheel or All-Wheel Drive"	8	4.7	"Regular"	18	14
"136"	24689	"Toyota"	"4Runner 4WD"	2008	"Sport Utility Vehicle - 4WD"	"Automatic 5-spd"	"4-Wheel or All-Wheel Drive"	6	4	"Regular"	20	16
"137"	25053	"Toyota"	"4Runner 4WD"	2008	"Sport Utility Vehicle - 4WD"	"Automatic 5-spd"	"4-Wheel or All-Wheel Drive"	8	4.7	"Regular"	17	14
"138"	26208	"Toyota"	"4Runner 4WD"	2009	"Sport Utility Vehicle - 4WD"	"Automatic 5-spd"	"4-Wheel or All-Wheel Drive"	6	4	"Regular"	20	16
"139"	26209	"Toyota"	"4Runner 4WD"	2009	"Sport Utility Vehicle - 4WD"	"Automatic 5-spd"	"4-Wheel or All-Wheel Drive"	8	4.7	"Regular"	17	14
"140"	29752	"Toyota"	"4Runner 4WD"	2010	"Sport Utility Vehicle - 4WD"	"Automatic (S5)"	"4-Wheel Drive"	6	4	"Regular"	22	17
"141"	29753	"Toyota"	"4Runner 4WD"	2010	"Sport Utility Vehicle - 4WD"	"Automatic (S5)"	"Part-time 4-Wheel Drive"	6	4	"Regular"	22	17
"142"	30827	"Toyota"	"4Runner 4WD"	2011	"Sport Utility Vehicle - 4WD"	"Automatic (S5)"	"4-Wheel Drive"	6	4	"Regular"	22	17
"143"	30828	"Toyota"	"4Runner 4WD"	2011	"Sport Utility Vehicle - 4WD"	"Automatic (S5)"	"Part-time 4-Wheel Drive"	6	4	"Regular"	22	17
"144"	32152	"Toyota"	"4Runner 4WD"	2012	"Sport Utility Vehicle - 4WD"	"Automatic (S5)"	"4-Wheel Drive"	6	4	"Regular"	22	17
"145"	32153	"Toyota"	"4Runner 4WD"	2012	"Sport Utility Vehicle - 4WD"	"Automatic (S5)"	"Part-time 4-Wheel Drive"	6	4	"Regular"	22	17
"146"	33261	"Toyota"	"4Runner 4WD"	2013	"Standard Sport Utility Vehicle 4WD"	"Automatic (S5)"	"All-Wheel Drive"	6	4	"Regular"	21	17
"147"	33262	"Toyota"	"4Runner 4WD"	2013	"Standard Sport Utility Vehicle 4WD"	"Automatic (S5)"	"Part-time 4-Wheel Drive"	6	4	"Regular"	21	17
"148"	34453	"Toyota"	"4Runner 4WD"	2014	"Standard Sport Utility Vehicle 4WD"	"Automatic (S5)"	"Part-time 4-Wheel Drive"	6	4	"Regular"	21	17
"149"	34454	"Toyota"	"4Runner 4WD"	2014	"Standard Sport Utility Vehicle 4WD"	"Automatic (S5)"	"All-Wheel Drive"	6	4	"Regular"	21	17
"150"	35595	"Toyota"	"4Runner 4WD"	2015	"Standard Sport Utility Vehicle 4WD"	"Automatic (S5)"	"Part-time 4-Wheel Drive"	6	4	"Regular"	21	17
"151"	35597	"Toyota"	"4Runner 4WD"	2015	"Standard Sport Utility Vehicle 4WD"	"Automatic (S5)"	"All-Wheel Drive"	6	4	"Regular"	21	17
"152"	12073	"Toyota"	"Avalon"	1995	"Large Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	6	3	"Regular"	26	18
"153"	12899	"Toyota"	"Avalon"	1996	"Large Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	6	3	"Regular"	26	18
"154"	13653	"Toyota"	"Avalon"	1997	"Large Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	6	3	"Regular"	28	18
"155"	14406	"Toyota"	"Avalon"	1998	"Large Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	6	3	"Regular"	27	19
"156"	15203	"Toyota"	"Avalon"	1999	"Large Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	6	3	"Regular"	27	19
"157"	16009	"Toyota"	"Avalon"	2000	"Large Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	6	3	"Regular"	27	19
"158"	16869	"Toyota"	"Avalon"	2001	"Large Cars"	"Automatic 4-spd"	"Front-Wheel Drive"	6	3	"Regular"	27	18
