"id"	"make"	"model"	"year"	"class"	"trans"	"drive"	"cyl"	"displ"	"fuel"	"hwy"	"cty"
"40"	12335	1	4	1995	28	12	7	6	4.3	6	20	15
"41"	13084	1	4	1996	28	12	7	6	4.3	8	20	15
"42"	13810	1	4	1997	28	12	7	6	4.3	8	21	15
"43"	14584	1	4	1998	29	12	7	6	4.3	8	20	14
"44"	15372	1	4	1999	29	12	7	6	4.3	8	19	14
"45"	16176	1	4	2000	29	12	7	6	4.3	8	20	15
"46"	17047	1	4	2001	29	12	7	6	4.3	8	20	15
"47"	17983	1	4	2002	29	12	7	6	4.3	8	20	15
"48"	18953	1	4	2003	29	12	7	6	4.3	8	21	15
"49"	20086	1	4	2004	29	12	7	6	4.3	8	19	14
"50"	21188	1	4	2005	29	12	7	6	4.3	8	20	15
"51"	18954	1	5	2003	29	12	7	6	4.3	8	18	13
"52"	20087	1	5	2004	29	12	7	6	4.3	8	18	14
"53"	21189	1	5	2005	29	12	7	6	4.3	8	19	14
"54"	1595	1	6	1985	28	17	7	4	2.5	8	22	19
"55"	1596	1	6	1985	28	12	7	6	4.3	8	18	15
"56"	1597	1	6	1985	28	17	7	6	4.3	8	17	15
"57"	1598	1	6	1985	28	18	7	6	4.3	8	18	15
"58"	982	1	6	1985	28	12	7	4	2.5	8	24	18
"59"	983	1	6	1985	28	17	7	4	2.5	8	24	19
"60"	984	1	6	1985	28	18	7	4	2.5	8	26	19
"61"	985	1	6	1985	28	12	7	6	4.3	8	20	15
"62"	986	1	6	1985	28	17	7	6	4.3	8	19	15
"63"	987	1	6	1985	28	18	7	6	4.3	8	20	15
"64"	2677	1	6	1986	28	12	7	4	2.5	8	24	18
"65"	2678	1	6	1986	28	17	7	4	2.5	8	24	18
"66"	2679	1	6	1986	28	18	7	4	2.5	8	26	20
"67"	2680	1	6	1986	28	12	7	6	4.3	8	20	15
"68"	2681	1	6	1986	28	17	7	6	4.3	8	19	15
"69"	2682	1	6	1986	28	18	7	6	4.3	8	21	15
"70"	3918	1	6	1987	28	12	7	6	4.3	8	20	15
"71"	3919	1	6	1987	28	18	7	6	4.3	8	21	15
"72"	5077	1	6	1988	28	12	7	6	4.3	8	20	15
"73"	5078	1	6	1988	28	18	7	6	4.3	8	22	15
"74"	6206	1	6	1989	28	12	7	6	4.3	8	20	15
"75"	6207	1	6	1989	28	18	7	6	4.3	8	22	15
"76"	7270	1	6	1990	28	12	7	6	4.3	8	20	15
"77"	8387	1	6	1991	28	12	7	6	4.3	8	20	15
"78"	9452	1	6	1992	28	12	7	6	4.3	8	19	14
"79"	9453	1	6	1992	28	12	7	6	4.3	8	20	15
"80"	10450	1	6	1993	28	12	7	6	4.3	6	19	14
"81"	10451	1	6	1993	28	12	7	6	4.3	8	20	15
"82"	11404	1	6	1994	28	12	7	6	4.3	6	19	14
"83"	11405	1	6	1994	28	12	7	6	4.3	8	20	15
"84"	12362	1	6	1995	28	12	7	6	4.3	6	19	15
"85"	13108	1	6	1996	28	12	7	6	4.3	8	19	15
"86"	13832	1	6	1997	28	12	7	6	4.3	8	20	15
"87"	14605	1	6	1998	30	12	7	6	4.3	8	18	14
"88"	15393	1	6	1999	30	12	7	6	4.3	8	18	14
"89"	16196	1	6	2000	30	12	7	6	4.3	8	19	15
"90"	17068	1	6	2001	30	12	7	6	4.3	8	20	15
"91"	18002	1	6	2002	30	12	7	6	4.3	8	18	14
"92"	18985	1	6	2003	30	12	7	6	4.3	8	19	14
"93"	20109	1	6	2004	30	12	7	6	4.3	8	19	14
"94"	21211	1	6	2005	30	12	7	6	4.3	8	20	14
"95"	7225	1	7	1990	28	12	3	6	4.3	8	20	15
"96"	8349	1	7	1991	28	12	3	6	4.3	8	20	15
"97"	9410	1	7	1992	28	12	3	6	4.3	6	20	14
"98"	9411	1	7	1992	28	12	3	6	4.3	8	20	14
"99"	10412	1	7	1993	28	12	3	6	4.3	6	20	14
"100"	11368	1	7	1994	28	12	3	6	4.3	6	19	15
"101"	12334	1	7	1995	28	12	3	6	4.3	6	20	15
"102"	13083	1	7	1996	28	12	3	6	4.3	8	20	15
"103"	13809	1	7	1997	28	12	3	6	4.3	8	20	15
"104"	14585	1	7	1998	29	12	3	6	4.3	8	19	14
"105"	15373	1	7	1999	29	12	3	6	4.3	8	19	14
"106"	16177	1	7	2000	29	12	3	6	4.3	8	18	14
"107"	17048	1	7	2001	29	12	3	6	4.3	8	18	14
"108"	17984	1	7	2002	29	12	3	6	4.3	8	18	14
"109"	18955	1	7	2003	29	12	3	6	4.3	8	18	14
"110"	20088	1	7	2004	29	12	3	6	4.3	8	18	14
"111"	21190	1	7	2005	29	12	3	6	4.3	8	18	14
"112"	18956	1	8	2003	29	12	3	6	4.3	8	16	12
"113"	20089	1	8	2004	29	12	3	6	4.3	8	16	12
"114"	21191	1	8	2005	29	12	3	6	4.3	8	16	12
"115"	7269	1	9	1990	28	12	3	6	4.3	8	18	15
"116"	8386	1	9	1991	28	12	3	6	4.3	8	18	14
"117"	9450	1	9	1992	28	12	3	6	4.3	8	18	14
"118"	9451	1	9	1992	28	12	3	6	4.3	8	18	14
"119"	10449	1	9	1993	28	12	3	6	4.3	6	18	14
"120"	11403	1	9	1994	28	12	3	6	4.3	6	17	14
"121"	12361	1	9	1995	28	12	3	6	4.3	6	17	14
"122"	13107	1	9	1996	28	12	3	6	4.3	8	17	14
"123"	13831	1	9	1997	28	12	3	6	4.3	8	17	14
"124"	14606	1	9	1998	30	12	3	6	4.3	8	18	14
"125"	15394	1	9	1999	30	12	3	6	4.3	8	18	14
"126"	16197	1	9	2000	30	12	3	6	4.3	8	18	13
"127"	17069	1	9	2001	30	12	3	6	4.3	8	17	13
"128"	18003	1	9	2002	30	12	3	6	4.3	8	17	13
"129"	18986	1	9	2003	30	12	3	6	4.3	8	16	12
"130"	20110	1	9	2004	30	12	3	6	4.3	8	16	12
"131"	21212	1	9	2005	30	12	3	6	4.3	8	16	12
"132"	18047	1	10	2002	18	12	7	8	5.3	8	17	13
"133"	19022	1	10	2003	18	12	7	8	5.3	8	17	12
"134"	19269	1	10	2003	18	12	7	8	5.3	4	17	13
"135"	20154	1	10	2004	18	12	7	8	5.3	8	18	14
"136"	20390	1	10	2004	18	12	7	8	5.3	4	17	13
"137"	21513	1	10	2005	18	12	7	8	5.3	4	18	13
"138"	22623	1	10	2006	18	12	7	8	5.3	4	17	13
"139"	22931	1	10	2007	18	12	7	8	5.3	8	19	14
"140"	23037	1	10	2007	18	12	7	8	5.3	4	20	14
"141"	23706	1	10	2007	18	12	7	8	6	8	18	13
"142"	24567	1	10	2008	18	12	7	8	5.3	8	20	14
"143"	24568	1	10	2008	18	12	7	8	6	8	17	12
"144"	24706	1	10	2008	18	12	7	8	5.3	4	20	14
"145"	25602	1	10	2009	18	14	7	8	5.3	8	20	14
"146"	25603	1	10	2009	18	14	7	8	6	8	19	14
"147"	25739	1	10	2009	18	14	7	8	5.3	4	20	14
"148"	29783	1	10	2010	18	14	7	8	5.3	4	21	15
"149"	29784	1	10	2010	18	14	7	8	6.2	4	19	12
"150"	30178	1	10	2011	18	14	7	8	5.3	4	21	15
"151"	31471	1	10	2012	18	14	7	8	5.3	4	21	15
"152"	32469	1	10	2013	24	14	7	8	5.3	4	21	15
"153"	18149	1	11	2002	19	12	3	8	5.3	8	15	12
"154"	19131	1	11	2003	19	12	3	8	5.3	8	16	12
"155"	19281	1	11	2003	19	12	3	8	5.3	4	17	13
"156"	20265	1	11	2004	19	12	3	8	5.3	8	17	13
"157"	20395	1	11	2004	19	12	3	8	5.3	4	17	13
"158"	21518	1	11	2005	19	12	3	8	5.3	4	17	13
"159"	22632	1	11	2006	19	12	3	8	5.3	4	17	13
"160"	23044	1	11	2007	19	12	3	8	5.3	4	19	14
"161"	23779	1	11	2007	19	12	3	8	6	8	17	13
"162"	24636	1	11	2008	19	12	3	8	6	8	17	12
"163"	24711	1	11	2008	19	12	3	8	5.3	4	19	14
"164"	30201	1	11	2011	19	14	2	8	5.3	4	21	15
"165"	31500	1	11	2012	19	14	2	8	5.3	4	21	15
"166"	32478	1	11	2013	25	14	2	8	5.3	4	21	15
"167"	19132	1	12	2003	19	12	3	8	5.3	8	16	12
"168"	19282	1	12	2003	19	12	3	8	5.3	4	17	13
"169"	20396	1	12	2004	19	12	3	8	5.3	4	17	13
"170"	19549	1	15	2004	1	12	5	4	1.6	8	31	23
"171"	19550	1	15	2004	1	18	5	4	1.6	8	32	23
"172"	20678	1	15	2005	1	12	5	4	1.6	8	31	23
"173"	20679	1	15	2005	1	18	5	4	1.6	8	32	23
"174"	23173	1	15	2007	1	12	5	4	1.6	8	31	23
"175"	23174	1	15	2007	1	18	5	4	1.6	8	33	23
"176"	24287	1	15	2008	1	12	5	4	1.6	8	32	23
"177"	24288	1	15	2008	1	18	5	4	1.6	8	34	24
"178"	25239	1	15	2009	1	12	5	4	1.6	8	34	25
"179"	25433	1	15	2009	1	18	5	4	1.6	8	34	27
"180"	28580	1	15	2010	1	12	5	4	1.6	8	34	25
"181"	28581	1	15	2010	1	18	5	4	1.6	8	35	27
"182"	30313	1	15	2011	1	12	5	4	1.6	8	34	25
"183"	30314	1	15	2011	1	18	5	4	1.6	8	35	27
"184"	20680	1	16	2005	1	12	5	4	1.6	8	31	23
"185"	20681	1	16	2005	1	18	5	4	1.6	8	32	23
"186"	21725	1	16	2006	26	12	5	4	1.6	8	31	21
"187"	21726	1	16	2006	26	18	5	4	1.6	8	32	22
"188"	23129	1	16	2007	26	12	5	4	1.6	8	31	23
"189"	23130	1	16	2007	26	18	5	4	1.6	8	33	23
"190"	24250	1	16	2008	26	12	5	4	1.6	8	32	23
"191"	24251	1	16	2008	26	18	5	4	1.6	8	34	24
"192"	25223	1	16	2009	26	12	5	4	1.6	8	34	25
"193"	25407	1	16	2009	26	18	5	4	1.6	8	34	27
"194"	28551	1	16	2010	26	12	5	4	1.6	8	34	25
"195"	28552	1	16	2010	26	18	5	4	1.6	8	35	27
"196"	30291	1	16	2011	26	12	5	4	1.6	8	34	25
"197"	30293	1	16	2011	26	18	5	4	1.6	8	35	27
"198"	3187	1	17	1987	1	11	5	4	2	8	28	21
"199"	3188	1	17	1987	1	18	5	4	2	8	31	22
"200"	3189	1	17	1987	1	11	5	6	2.8	8	24	18
"201"	3190	1	17	1987	1	18	5	6	2.8	8	25	17
"202"	4381	1	17	1988	1	11	5	4	2	8	28	21
"203"	4382	1	17	1988	1	18	5	4	2	8	32	22
"204"	4383	1	17	1988	1	11	5	6	2.8	8	24	18
"205"	4384	1	17	1988	1	18	5	6	2.8	8	26	17
"206"	4385	1	17	1988	1	18	5	6	2.8	8	27	17
"207"	5513	1	17	1989	1	11	5	4	2	8	29	21
"208"	5514	1	17	1989	1	18	5	4	2	8	31	21
"209"	5515	1	17	1989	1	11	5	6	2.8	8	25	18
"210"	5516	1	17	1989	1	18	5	6	2.8	8	26	16
"211"	6647	1	17	1990	1	11	5	4	2.2	8	29	21
"212"	6648	1	17	1990	1	18	5	4	2.2	8	31	21
"213"	6649	1	17	1990	1	18	5	4	2.3	8	29	19
"214"	6650	1	17	1990	1	11	5	6	3.1	8	25	18
"215"	6651	1	17	1990	1	18	5	6	3.1	8	26	17
"216"	7757	1	17	1991	1	11	5	4	2.2	8	28	21
"217"	7758	1	17	1991	1	18	5	4	2.2	8	30	21
"218"	7759	1	17	1991	1	18	5	4	2.3	6	30	21
"219"	7760	1	17	1991	1	11	5	6	3.1	8	25	18
"220"	7761	1	17	1991	1	18	5	6	3.1	8	26	17
"221"	8843	1	17	1992	1	11	5	4	2.2	8	29	21
"222"	8844	1	17	1992	1	18	5	4	2.2	8	31	22
"223"	8845	1	17	1992	1	18	5	4	2.3	6	29	19
"224"	8846	1	17	1992	1	11	5	6	3.1	8	26	18
"225"	8847	1	17	1992	1	18	5	6	3.1	8	26	17
"226"	9896	1	17	1993	1	11	5	4	2.2	8	28	21
"227"	9897	1	17	1993	1	18	5	4	2.2	8	31	22
"228"	9898	1	17	1993	1	18	5	4	2.3	6	27	18
"229"	9899	1	17	1993	1	11	5	6	3.1	8	26	18
"230"	9900	1	17	1993	1	18	5	6	3.1	8	26	17
"231"	10869	1	17	1994	1	11	5	4	2.2	8	28	22
"232"	10870	1	17	1994	1	18	5	4	2.2	8	31	22
"233"	10871	1	17	1994	1	18	5	4	2.3	6	27	18
"234"	10872	1	17	1994	1	11	5	6	3.1	8	26	18
"235"	10873	1	17	1994	1	12	5	6	3.1	8	27	18
"236"	10874	1	17	1994	1	18	5	6	3.1	8	26	17
"237"	11813	1	17	1995	1	18	5	4	2.2	8	33	21
"238"	11814	1	17	1995	1	12	5	6	3.1	8	27	18
"239"	11815	1	17	1995	1	12	5	6	3.1	8	27	18
"240"	12685	1	17	1996	1	11	5	4	2.2	8	29	21
"241"	12686	1	17	1996	1	18	5	4	2.2	8	33	22
"242"	12687	1	17	1996	1	12	5	6	3.1	8	27	18
"243"	9542	1	18	1992	17	12	3	8	5.7	8	16	11
"244"	9543	1	18	1992	17	18	3	8	5.7	8	16	11
"245"	10535	1	18	1993	17	12	3	8	5.7	8	15	11
"246"	10536	1	18	1993	17	18	3	8	5.7	8	16	11
"247"	11496	1	18	1994	17	12	3	8	5.7	8	15	11
"248"	11497	1	18	1994	17	18	3	8	5.7	8	15	11
"249"	11498	1	18	1994	17	12	3	8	6.5	2	17	14
"250"	12389	1	19	1995	17	12	7	6	4.3	6	20	15
"251"	12390	1	19	1995	17	18	7	6	4.3	6	22	15
"252"	13131	1	19	1996	17	12	7	6	4.3	8	20	15
"253"	13132	1	19	1996	17	18	7	6	4.3	8	22	16
"254"	13855	1	19	1997	17	12	7	6	4.3	8	21	15
"255"	13856	1	19	1997	17	18	7	6	4.3	8	23	16
"256"	14622	1	19	1998	15	12	7	6	4.3	8	20	14
"257"	14623	1	19	1998	15	18	7	6	4.3	8	21	16
"258"	15442	1	19	1999	18	12	7	6	4.3	8	19	14
"259"	15443	1	19	1999	18	18	7	6	4.3	8	21	15
"260"	16242	1	19	2000	18	12	7	6	4.3	8	20	15
"261"	16243	1	19	2000	18	18	7	6	4.3	8	21	15
"262"	17107	1	19	2001	18	12	7	6	4.3	8	20	15
"263"	17108	1	19	2001	18	18	7	6	4.3	8	20	14
"264"	18045	1	19	2002	18	18	7	6	4.3	8	20	14
"265"	18046	1	19	2002	18	12	7	6	4.3	8	20	15
"266"	19020	1	19	2003	18	12	7	6	4.3	8	21	15
"267"	19021	1	19	2003	18	18	7	6	4.3	8	20	14
"268"	20152	1	19	2004	18	12	7	6	4.3	8	19	14
"269"	20153	1	19	2004	18	18	7	6	4.3	8	19	14
"270"	21259	1	19	2005	18	12	7	6	4.3	8	20	15
"271"	21260	1	19	2005	18	18	7	6	4.3	8	20	14
"272"	12445	1	20	1995	17	12	3	6	4.3	6	19	15
"273"	12446	1	20	1995	17	18	3	6	5.2	6	20	15
"274"	13193	1	20	1996	17	12	3	6	4.3	8	20	15
"275"	13194	1	20	1996	17	18	3	6	4.3	8	20	15
"276"	13922	1	20	1997	17	12	3	6	4.3	8	20	15
"277"	13923	1	20	1997	17	18	3	6	4.3	8	20	15
"278"	14706	1	20	1998	16	12	3	6	4.3	8	19	14
"279"	14707	1	20	1998	16	18	3	6	4.3	8	19	14
"280"	15507	1	20	1999	19	12	3	6	4.3	8	19	14
"281"	15508	1	20	1999	19	18	3	6	4.3	8	16	13
"282"	16315	1	20	2000	19	12	3	6	4.3	8	18	14
"283"	16316	1	20	2000	19	18	3	6	4.3	8	16	13
"284"	17199	1	20	2001	19	12	3	6	4.3	8	18	14
"285"	17200	1	20	2001	19	18	3	6	4.3	8	16	13
"286"	18147	1	20	2002	19	12	3	6	4.3	8	18	14
"287"	18148	1	20	2002	19	18	3	6	4.3	8	16	12
"288"	19129	1	20	2003	19	12	3	6	4.3	8	17	13
"289"	19130	1	20	2003	19	18	3	6	4.3	8	18	13
"290"	20263	1	20	2004	19	12	3	6	4.3	8	17	13
"291"	20264	1	20	2004	19	18	3	6	4.3	8	18	13
"292"	21372	1	20	2005	19	12	3	6	4.3	8	18	14
"293"	21373	1	20	2005	19	18	3	6	4.3	8	17	13
"294"	13192	1	21	1996	17	12	3	6	4.3	8	20	15
"295"	13921	1	21	1997	17	12	3	6	4.3	8	20	15
"296"	14708	1	21	1998	16	12	3	6	4.3	8	19	14
"297"	6293	1	22	1989	17	12	3	8	5.7	8	16	12
"298"	6294	1	22	1989	17	17	3	8	5.7	8	14	12
"299"	6295	1	22	1989	17	17	3	8	5.7	8	14	12
"300"	6296	1	22	1989	17	12	3	8	6.2	2	20	15
"301"	7355	1	22	1990	17	12	3	8	5.7	8	15	11
"302"	7356	1	22	1990	17	17	3	8	5.7	8	13	11
"303"	7357	1	22	1990	17	12	3	8	6.2	2	20	15
"304"	8470	1	22	1991	17	12	3	8	5.7	8	15	11
"305"	8471	1	22	1991	17	17	3	8	5.7	8	13	11
"306"	8472	1	22	1991	17	12	3	8	6.2	2	20	15
"307"	27305	1	23	1984	21	11	1	6	4.1	8	17	14
"308"	27306	1	23	1984	21	12	1	6	4.1	8	19	15
"309"	27307	1	23	1984	21	16	1	6	4.1	8	19	15
"310"	27308	1	23	1984	21	17	1	6	4.1	8	20	15
"311"	27309	1	23	1984	21	11	1	8	5	8	16	13
"312"	27310	1	23	1984	21	12	1	8	5	8	18	14
"313"	27311	1	23	1984	21	16	1	8	5	8	17	14
"314"	27312	1	23	1984	21	17	1	8	5	8	17	15
"315"	27313	1	23	1984	21	12	1	8	6.2	2	22	17
"316"	27314	1	23	1984	21	17	1	8	6.2	2	22	18
"317"	27315	1	23	1984	21	17	1	8	6.2	2	20	18
"318"	28293	1	23	1984	21	12	1	6	4.1	8	17	14
"319"	28294	1	23	1984	21	16	1	6	4.1	8	17	14
"320"	28295	1	23	1984	21	17	1	6	4.1	8	18	14
"321"	28296	1	23	1984	21	12	1	8	5	8	17	13
"322"	28297	1	23	1984	21	12	1	8	6.2	2	22	17
"323"	28298	1	23	1984	21	17	1	8	6.2	2	22	18
"324"	29618	1	23	1984	21	17	1	6	4.1	8	19	15
"325"	29619	1	23	1984	21	17	1	8	5	8	17	14
"326"	1512	1	23	1985	20	12	7	6	4.3	8	18	15
"327"	1513	1	23	1985	20	16	7	6	4.3	8	17	15
"328"	1514	1	23	1985	20	17	7	6	4.3	8	18	15
"329"	1515	1	23	1985	20	12	7	8	5	8	17	13
"330"	1516	1	23	1985	20	17	7	8	6.2	2	22	18
"331"	29600	1	23	1985	20	17	7	6	4.3	8	19	16
"332"	29601	1	23	1985	20	17	7	8	5	8	17	13
"333"	767	1	23	1985	20	11	7	6	4.3	8	18	16
"334"	768	1	23	1985	20	12	7	6	4.3	8	20	15
"335"	769	1	23	1985	20	16	7	6	4.3	8	19	16
"336"	770	1	23	1985	20	17	7	6	4.3	8	20	15
"337"	771	1	23	1985	20	11	7	8	5	8	15	12
"338"	772	1	23	1985	20	12	7	8	5	8	18	14
"339"	773	1	23	1985	20	16	7	8	5	8	17	13
"340"	774	1	23	1985	20	17	7	8	5	8	17	13
"341"	775	1	23	1985	20	12	7	8	6.2	2	22	17
"342"	776	1	23	1985	20	17	7	8	6.2	2	22	18
"343"	777	1	23	1985	20	17	7	8	6.2	2	20	18
"344"	2417	1	23	1986	20	11	7	6	4.3	8	18	16
"345"	2418	1	23	1986	20	12	7	6	4.3	8	17	15
"346"	2419	1	23	1986	20	12	7	6	4.3	8	20	15
"347"	2420	1	23	1986	20	16	7	6	4.3	8	17	15
"348"	2421	1	23	1986	20	16	7	6	4.3	8	19	16
"349"	2422	1	23	1986	20	17	7	6	4.3	8	18	15
"350"	2423	1	23	1986	20	17	7	6	4.3	8	20	15
"351"	2424	1	23	1986	20	11	7	8	5	8	17	14
"352"	2425	1	23	1986	20	12	7	8	5	8	18	14
"353"	2426	1	23	1986	20	12	7	8	5	8	17	14
"354"	2427	1	23	1986	20	16	7	8	5	8	17	13
"355"	2428	1	23	1986	20	17	7	8	5	8	17	14
"356"	2429	1	23	1986	20	12	7	8	6.2	2	22	17
"357"	2430	1	23	1986	20	17	7	8	6.2	2	22	18
"358"	2431	1	23	1986	20	17	7	8	6.2	2	22	18
"359"	29613	1	23	1986	20	17	7	6	4.3	8	19	16
"360"	29614	1	23	1986	20	17	7	8	5	8	17	13
"361"	4822	1	23	1988	20	11	7	6	4.3	8	18	15
"362"	4823	1	23	1988	20	12	7	6	4.3	8	20	15
"363"	4824	1	23	1988	20	17	7	6	4.3	8	20	15
"364"	4825	1	23	1988	20	17	7	6	4.3	8	18	15
"365"	4826	1	23	1988	20	18	7	6	4.3	8	21	15
"366"	4827	1	23	1988	20	11	7	8	5	8	16	13
"367"	4828	1	23	1988	20	12	7	8	5	8	19	13
"368"	4829	1	23	1988	20	18	7	8	5	8	19	13
"369"	4830	1	23	1988	20	12	7	8	5.7	8	18	14
"370"	4831	1	23	1988	20	17	7	8	5.7	8	15	13
"371"	4832	1	23	1988	20	18	7	8	5.7	8	18	12
"372"	4833	1	23	1988	20	12	7	8	6.2	2	23	17
"373"	4834	1	23	1988	20	17	7	8	6.2	2	20	18
"374"	5955	1	24	1989	20	11	7	6	4.3	8	16	15
"375"	5956	1	24	1989	20	12	7	6	4.3	8	20	15
"376"	5957	1	24	1989	20	17	7	6	4.3	8	20	16
"377"	5958	1	24	1989	20	18	7	6	4.3	8	22	15
"378"	5959	1	24	1989	20	11	7	8	5	8	14	13
"379"	5960	1	24	1989	20	12	7	8	5	8	19	13
"380"	5961	1	24	1989	20	18	7	8	5	8	19	13
"381"	5962	1	24	1989	20	12	7	8	5.7	8	18	14
"382"	5963	1	24	1989	20	17	7	8	5.7	8	16	12
"383"	5964	1	24	1989	20	18	7	8	5.7	8	18	12
"384"	5965	1	24	1989	20	12	7	8	6.2	2	23	17
"385"	5966	1	24	1989	20	17	7	8	6.2	2	18	16
"386"	7011	1	24	1990	20	11	7	6	4.3	8	19	16
"387"	7012	1	24	1990	20	17	7	6	4.3	8	19	16
"388"	7013	1	24	1990	20	18	7	6	4.3	8	22	16
"389"	7014	1	24	1990	20	11	7	8	5	8	15	14
"390"	7015	1	24	1990	20	12	7	8	5	8	18	14
"391"	7016	1	24	1990	20	18	7	8	5	8	19	14
"392"	7017	1	24	1990	20	12	7	8	5.7	8	18	14
"393"	7018	1	24	1990	20	17	7	8	5.7	8	13	11
"394"	7019	1	24	1990	20	18	7	8	5.7	8	17	12
"395"	7020	1	24	1990	20	12	7	8	6.2	2	22	16
"396"	7021	1	24	1990	20	17	7	8	6.2	2	20	17
"397"	7022	1	24	1990	20	11	7	8	7.4	8	10	9
"398"	8142	1	24	1991	20	12	7	6	4.3	8	20	15
"399"	8143	1	24	1991	20	17	7	6	4.3	8	19	16
"400"	8144	1	24	1991	20	18	7	6	4.3	8	21	15
"401"	8145	1	24	1991	20	18	7	6	4.3	8	20	15
"402"	8146	1	24	1991	20	12	7	8	5	8	17	14
"403"	8147	1	24	1991	20	18	7	8	5	8	19	14
"404"	8148	1	24	1991	20	12	7	8	5.7	8	18	14
"405"	8149	1	24	1991	20	17	7	8	5.7	8	15	12
"406"	8150	1	24	1991	20	18	7	8	5.7	8	18	12
"407"	8151	1	24	1991	20	18	7	8	5.7	8	17	12
"408"	8152	1	24	1991	20	12	7	8	6.2	2	22	16
"409"	8153	1	24	1991	20	17	7	8	6.2	2	20	17
"410"	8154	1	24	1991	20	18	7	8	6.2	2	23	18
"411"	8155	1	24	1991	20	12	7	8	7.4	8	12	9
"412"	29683	1	24	1992	21	17	7	6	4.3	8	19	15
"413"	9229	1	24	1992	20	12	7	6	4.3	8	20	15
"414"	9230	1	24	1992	20	18	7	6	4.3	8	21	16
"415"	9231	1	24	1992	20	18	7	6	4.3	8	20	15
"416"	9232	1	24	1992	20	12	7	8	5	8	17	14
"417"	9233	1	24	1992	20	18	7	8	5	8	19	14
"418"	9234	1	24	1992	20	12	7	8	5.7	8	17	13
"419"	9235	1	24	1992	20	17	7	8	5.7	8	16	12
"420"	9236	1	24	1992	20	18	7	8	5.7	8	18	13
"421"	9237	1	24	1992	20	12	7	8	6.2	2	22	16
"422"	9238	1	24	1992	20	18	7	8	6.2	2	23	18
"423"	9239	1	24	1992	20	12	7	8	7.4	8	12	9
"424"	10236	1	24	1993	20	12	7	6	4.3	8	20	15
"425"	10237	1	24	1993	20	18	7	6	4.3	8	20	15
"426"	10238	1	24	1993	20	18	7	6	4.3	8	20	14
"427"	10239	1	24	1993	20	18	7	6	4.3	8	19	15
"428"	10240	1	24	1993	20	12	7	8	5	8	17	14
"429"	10241	1	24	1993	20	18	7	8	5	8	18	13
"430"	10242	1	24	1993	20	12	7	8	5.7	8	17	13
"431"	10243	1	24	1993	20	18	7	8	5.7	8	17	12
"432"	10244	1	24	1993	20	18	7	8	5.7	8	16	12
"433"	10245	1	24	1993	20	12	7	8	7.4	8	12	9
"434"	29036	1	24	1993	21	12	7	8	6.2	2	21	16
"435"	29037	1	24	1993	21	18	7	8	6.2	2	20	16
"436"	11191	1	24	1994	20	12	7	6	4.3	8	20	15
"437"	11192	1	24	1994	20	18	7	6	4.3	8	21	16
